Species,dnds,Gene,Mutualist,Pair,Transition
Mesorhizobium_oceanicum,0.0843551,OG0001468,F,e,loss
Xanthobacter_autotrophicus,0.0605254,OG0001468,F,c,gain
Azorhizobium_caulinodans,0.0535908,OG0001468,M,c,gain
Sinorhizobium_M4_45,0.0174342,OG0001468,F,a,loss
Sinorhizobium_meliloti,1e-4,OG0001468,M,a,loss
Rhizobium_tubonense,0.0384268,OG0001468,F,f,loss
Rhizobium_gallicum,0.0854279,OG0001468,M,f,loss
Bradyrhizobium_oligotrophicum,0.0543821,OG0001468,F,b,loss
Bradyrhizobium_icense,0.0889172,OG0001468,M,b,loss
Paraburkholderia_diazotrophica,0.0176471,OG0001468,M,h,gain
Paraburkholderia_caribensis,0.026953,OG0001468,F,h,gain
Cupriavidus_alkaliphilus,0.136726,OG0001468,F,g,gain
Cupriavidus_taiwanensis,0.0214539,OG0001468,M,g,gain
Mesorhizobium_temperatum,0.100992,OG0001468,M,e,loss
Microvirga_subterranea,0.0424401,OG0001468,F,d,gain
Microvirga_vignae,0.0213069,OG0001468,M,d,gain
Rhizobium_tubonense,0.0163764,OG0001469,F,f,loss
Sinorhizobium_M4_45,1e-4,OG0001469,F,a,loss
Sinorhizobium_meliloti,1e-4,OG0001469,M,a,loss
Bradyrhizobium_icense,0.0155178,OG0001469,M,b,loss
Bradyrhizobium_oligotrophicum,999,OG0001469,F,b,loss
Microvirga_subterranea,326.521,OG0001469,F,d,gain
Azorhizobium_caulinodans,0.0769377,OG0001469,M,c,gain
Xanthobacter_autotrophicus,0.0976965,OG0001469,F,c,gain
Microvirga_vignae,1e-4,OG0001469,M,d,gain
Mesorhizobium_temperatum,0.0350357,OG0001469,M,e,loss
Mesorhizobium_oceanicum,0.0596476,OG0001469,F,e,loss
Rhizobium_gallicum,0.0598383,OG0001469,M,f,loss
Cupriavidus_alkaliphilus,581.559,OG0001469,F,g,gain
Cupriavidus_taiwanensis,1e-4,OG0001469,M,g,gain
Paraburkholderia_diazotrophica,0.029635,OG0001469,M,h,gain
Paraburkholderia_caribensis,19.1261,OG0001469,F,h,gain
Cupriavidus_alkaliphilus,0.0240571,OG0001470,F,g,gain
Cupriavidus_taiwanensis,0.0843031,OG0001470,M,g,gain
Microvirga_subterranea,0.0242311,OG0001470,F,d,gain
Microvirga_vignae,0.0143905,OG0001470,M,d,gain
Bradyrhizobium_oligotrophicum,0.0400244,OG0001470,F,b,loss
Bradyrhizobium_icense,0.0275798,OG0001470,M,b,loss
Xanthobacter_autotrophicus,0.0504148,OG0001470,F,c,gain
Azorhizobium_caulinodans,0.0660767,OG0001470,M,c,gain
Mesorhizobium_oceanicum,0.0388877,OG0001470,F,e,loss
Mesorhizobium_temperatum,0.0231632,OG0001470,M,e,loss
Rhizobium_gallicum,0.0377509,OG0001470,M,f,loss
Rhizobium_tubonense,0.0132148,OG0001470,F,f,loss
Sinorhizobium_M4_45,0.0504456,OG0001470,F,a,loss
Sinorhizobium_meliloti,0.0122675,OG0001470,M,a,loss
Paraburkholderia_diazotrophica,0.0204028,OG0001470,M,h,gain
Paraburkholderia_caribensis,0.116768,OG0001470,F,h,gain
Cupriavidus_alkaliphilus,0.0197298,OG0001471,F,g,gain
Cupriavidus_taiwanensis,0.0439094,OG0001471,M,g,gain
Mesorhizobium_temperatum,0.0549477,OG0001471,M,e,loss
Mesorhizobium_oceanicum,0.0232292,OG0001471,F,e,loss
Sinorhizobium_meliloti,1e-4,OG0001471,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0001471,F,a,loss
Rhizobium_tubonense,0.0266371,OG0001471,F,f,loss
Rhizobium_gallicum,0.0335748,OG0001471,M,f,loss
Bradyrhizobium_oligotrophicum,0.0597555,OG0001471,F,b,loss
Bradyrhizobium_icense,0.0312471,OG0001471,M,b,loss
Azorhizobium_caulinodans,0.0513211,OG0001471,M,c,gain
Xanthobacter_autotrophicus,0.0875656,OG0001471,F,c,gain
Microvirga_subterranea,0.0138124,OG0001471,F,d,gain
Microvirga_vignae,0.0357585,OG0001471,M,d,gain
Paraburkholderia_diazotrophica,0.0450674,OG0001471,M,h,gain
Paraburkholderia_caribensis,0.0344266,OG0001471,F,h,gain
Cupriavidus_alkaliphilus,1e-4,OG0001472,F,g,gain
Cupriavidus_taiwanensis,0.0194509,OG0001472,M,g,gain
Sinorhizobium_meliloti,999,OG0001472,M,a,loss
Sinorhizobium_M4_45,0.0836555,OG0001472,F,a,loss
Rhizobium_gallicum,0.0297121,OG0001472,M,f,loss
Rhizobium_tubonense,0.0270692,OG0001472,F,f,loss
Azorhizobium_caulinodans,0.034396,OG0001472,M,c,gain
Xanthobacter_autotrophicus,0.0488064,OG0001472,F,c,gain
Bradyrhizobium_icense,0.029011,OG0001472,M,b,loss
Bradyrhizobium_oligotrophicum,0.0306776,OG0001472,F,b,loss
Microvirga_vignae,0.017911,OG0001472,M,d,gain
Microvirga_subterranea,0.0290833,OG0001472,F,d,gain
Mesorhizobium_temperatum,0.0288737,OG0001472,M,e,loss
Mesorhizobium_oceanicum,0.0302379,OG0001472,F,e,loss
Paraburkholderia_diazotrophica,0.0510191,OG0001472,M,h,gain
Paraburkholderia_caribensis,0.0245631,OG0001472,F,h,gain
Paraburkholderia_diazotrophica,0.0242035,OG0001473,M,h,gain
Bradyrhizobium_icense,0.0593132,OG0001473,M,b,loss
Bradyrhizobium_oligotrophicum,0.0574113,OG0001473,F,b,loss
Azorhizobium_caulinodans,0.0803474,OG0001473,M,c,gain
Xanthobacter_autotrophicus,0.0465873,OG0001473,F,c,gain
Microvirga_vignae,0.0679125,OG0001473,M,d,gain
Microvirga_subterranea,0.0343287,OG0001473,F,d,gain
Rhizobium_tubonense,0.0242683,OG0001473,F,f,loss
Rhizobium_gallicum,0.0590998,OG0001473,M,f,loss
Sinorhizobium_meliloti,0.204957,OG0001473,M,a,loss
Sinorhizobium_M4_45,0.0203692,OG0001473,F,a,loss
Mesorhizobium_temperatum,0.0447917,OG0001473,M,e,loss
Mesorhizobium_oceanicum,0.0405511,OG0001473,F,e,loss
Cupriavidus_alkaliphilus,0.00589054,OG0001473,F,g,gain
Cupriavidus_taiwanensis,61.8436,OG0001473,M,g,gain
Paraburkholderia_caribensis,999,OG0001473,F,h,gain
Paraburkholderia_diazotrophica,0.014471,OG0001474,M,h,gain
Mesorhizobium_oceanicum,0.0272907,OG0001474,F,e,loss
Mesorhizobium_temperatum,0.0331711,OG0001474,M,e,loss
Rhizobium_tubonense,0.0104872,OG0001474,F,f,loss
Rhizobium_gallicum,0.00849642,OG0001474,M,f,loss
Sinorhizobium_meliloti,1e-4,OG0001474,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0001474,F,a,loss
Xanthobacter_autotrophicus,0.0280624,OG0001474,F,c,gain
Azorhizobium_caulinodans,0.0340976,OG0001474,M,c,gain
Bradyrhizobium_oligotrophicum,0.00872587,OG0001474,F,b,loss
Bradyrhizobium_icense,0.0126598,OG0001474,M,b,loss
Microvirga_subterranea,0.012037,OG0001474,F,d,gain
Microvirga_vignae,0.0178926,OG0001474,M,d,gain
Cupriavidus_alkaliphilus,0.00896976,OG0001474,F,g,gain
Cupriavidus_taiwanensis,0.0127357,OG0001474,M,g,gain
Paraburkholderia_caribensis,1e-4,OG0001474,F,h,gain
Cupriavidus_alkaliphilus,0.0362444,OG0001475,F,g,gain
Cupriavidus_taiwanensis,0.0388068,OG0001475,M,g,gain
Bradyrhizobium_oligotrophicum,0.0722857,OG0001475,F,b,loss
Bradyrhizobium_icense,0.0810263,OG0001475,M,b,loss
Sinorhizobium_meliloti,0.0207062,OG0001475,M,a,loss
Sinorhizobium_M4_45,0.029154,OG0001475,F,a,loss
Rhizobium_tubonense,0.0442379,OG0001475,F,f,loss
Rhizobium_gallicum,0.045717,OG0001475,M,f,loss
Mesorhizobium_oceanicum,0.0604651,OG0001475,F,e,loss
Mesorhizobium_temperatum,0.0395253,OG0001475,M,e,loss
Xanthobacter_autotrophicus,0.0397337,OG0001475,F,c,gain
Azorhizobium_caulinodans,0.0655219,OG0001475,M,c,gain
Microvirga_subterranea,0.0353552,OG0001475,F,d,gain
Microvirga_vignae,0.0346456,OG0001475,M,d,gain
Paraburkholderia_diazotrophica,0.0287969,OG0001475,M,h,gain
Paraburkholderia_caribensis,0.0507381,OG0001475,F,h,gain
Cupriavidus_alkaliphilus,999,OG0001476,F,g,gain
Cupriavidus_taiwanensis,0.0186209,OG0001476,M,g,gain
Microvirga_vignae,0.128264,OG0001476,M,d,gain
Azorhizobium_caulinodans,0.0728295,OG0001476,M,c,gain
Xanthobacter_autotrophicus,0.0362138,OG0001476,F,c,gain
Microvirga_subterranea,0.0201935,OG0001476,F,d,gain
Mesorhizobium_oceanicum,9.88549e-4,OG0001476,F,e,loss
Mesorhizobium_temperatum,0.033407,OG0001476,M,e,loss
Rhizobium_gallicum,0.0562744,OG0001476,M,f,loss
Rhizobium_tubonense,0.0302618,OG0001476,F,f,loss
Sinorhizobium_M4_45,516.978,OG0001476,F,a,loss
Sinorhizobium_meliloti,1e-4,OG0001476,M,a,loss
Bradyrhizobium_icense,560.744,OG0001476,M,b,loss
Bradyrhizobium_oligotrophicum,0.0918238,OG0001476,F,b,loss
Paraburkholderia_diazotrophica,0.361829,OG0001476,M,h,gain
Paraburkholderia_caribensis,0.103,OG0001476,F,h,gain
Paraburkholderia_diazotrophica,1e-4,OG0001477,M,h,gain
Microvirga_subterranea,0.0496,OG0001477,F,d,gain
Microvirga_vignae,0.0945871,OG0001477,M,d,gain
Xanthobacter_autotrophicus,0.0464439,OG0001477,F,c,gain
Azorhizobium_caulinodans,0.0838509,OG0001477,M,c,gain
Bradyrhizobium_oligotrophicum,0.196693,OG0001477,F,b,loss
Bradyrhizobium_icense,0.0537025,OG0001477,M,b,loss
Mesorhizobium_oceanicum,0.0223469,OG0001477,F,e,loss
Mesorhizobium_temperatum,0.0802307,OG0001477,M,e,loss
Rhizobium_gallicum,0.0475543,OG0001477,M,f,loss
Rhizobium_tubonense,0.0459929,OG0001477,F,f,loss
Sinorhizobium_M4_45,999,OG0001477,F,a,loss
Sinorhizobium_meliloti,1e-4,OG0001477,M,a,loss
Cupriavidus_alkaliphilus,1e-4,OG0001477,F,g,gain
Cupriavidus_taiwanensis,1e-4,OG0001477,M,g,gain
Paraburkholderia_caribensis,999,OG0001477,F,h,gain
Paraburkholderia_diazotrophica,0.103733,OG0001480,M,h,gain
Mesorhizobium_temperatum,0.0470633,OG0001480,M,e,loss
Mesorhizobium_oceanicum,0.0362722,OG0001480,F,e,loss
Rhizobium_gallicum,0.0417451,OG0001480,M,f,loss
Rhizobium_tubonense,0.0465989,OG0001480,F,f,loss
Sinorhizobium_meliloti,0.0049527,OG0001480,M,a,loss
Sinorhizobium_M4_45,999,OG0001480,F,a,loss
Xanthobacter_autotrophicus,0.0481604,OG0001480,F,c,gain
Azorhizobium_caulinodans,0.142959,OG0001480,M,c,gain
Microvirga_subterranea,0.0190098,OG0001480,F,d,gain
Microvirga_vignae,0.0236696,OG0001480,M,d,gain
Bradyrhizobium_oligotrophicum,0.0356577,OG0001480,F,b,loss
Bradyrhizobium_icense,0.100903,OG0001480,M,b,loss
Cupriavidus_alkaliphilus,1e-4,OG0001480,F,g,gain
Cupriavidus_taiwanensis,0.0696881,OG0001480,M,g,gain
Paraburkholderia_caribensis,0.0548162,OG0001480,F,h,gain
Paraburkholderia_diazotrophica,0.0261964,OG0001481,M,h,gain
Microvirga_vignae,0.0318076,OG0001481,M,d,gain
Microvirga_subterranea,0.032306,OG0001481,F,d,gain
Bradyrhizobium_icense,0.0612648,OG0001481,M,b,loss
Bradyrhizobium_oligotrophicum,0.107327,OG0001481,F,b,loss
Azorhizobium_caulinodans,0.111107,OG0001481,M,c,gain
Xanthobacter_autotrophicus,0.0407741,OG0001481,F,c,gain
Sinorhizobium_M4_45,140.333,OG0001481,F,a,loss
Sinorhizobium_meliloti,0.115007,OG0001481,M,a,loss
Rhizobium_gallicum,0.0383081,OG0001481,M,f,loss
Rhizobium_tubonense,0.0908408,OG0001481,F,f,loss
Mesorhizobium_oceanicum,0.0447317,OG0001481,F,e,loss
Mesorhizobium_temperatum,0.0666482,OG0001481,M,e,loss
Cupriavidus_alkaliphilus,0.00945166,OG0001481,F,g,gain
Cupriavidus_taiwanensis,1e-4,OG0001481,M,g,gain
Paraburkholderia_caribensis,0.0435887,OG0001481,F,h,gain
Paraburkholderia_diazotrophica,0.0376608,OG0001482,M,h,gain
Azorhizobium_caulinodans,0.107933,OG0001482,M,c,gain
Xanthobacter_autotrophicus,0.10458,OG0001482,F,c,gain
Microvirga_subterranea,0.0305253,OG0001482,F,d,gain
Microvirga_vignae,0.0392891,OG0001482,M,d,gain
Mesorhizobium_oceanicum,0.0380579,OG0001482,F,e,loss
Mesorhizobium_temperatum,0.06643,OG0001482,M,e,loss
Rhizobium_gallicum,0.0337899,OG0001482,M,f,loss
Rhizobium_tubonense,0.0461824,OG0001482,F,f,loss
Sinorhizobium_meliloti,0.0629126,OG0001482,M,a,loss
Sinorhizobium_M4_45,0.0175235,OG0001482,F,a,loss
Bradyrhizobium_icense,0.0595434,OG0001482,M,b,loss
Bradyrhizobium_oligotrophicum,0.0576981,OG0001482,F,b,loss
Cupriavidus_alkaliphilus,8.83309e-4,OG0001482,F,g,gain
Cupriavidus_taiwanensis,0.0451092,OG0001482,M,g,gain
Paraburkholderia_caribensis,0.104012,OG0001482,F,h,gain
Mesorhizobium_temperatum,0.102897,OG0001483,M,e,loss
Mesorhizobium_oceanicum,0.0313866,OG0001483,F,e,loss
Rhizobium_tubonense,0.0385634,OG0001483,F,f,loss
Rhizobium_gallicum,0.0375077,OG0001483,M,f,loss
Sinorhizobium_meliloti,999,OG0001483,M,a,loss
Sinorhizobium_M4_45,2.76951,OG0001483,F,a,loss
Paraburkholderia_diazotrophica,0.0657402,OG0001483,M,h,gain
Paraburkholderia_caribensis,0.0838698,OG0001483,F,h,gain
Bradyrhizobium_icense,0.019616,OG0001483,M,b,loss
Bradyrhizobium_oligotrophicum,0.0223574,OG0001483,F,b,loss
Cupriavidus_alkaliphilus,1e-4,OG0001483,F,g,gain
Cupriavidus_taiwanensis,0.305924,OG0001483,M,g,gain
Azorhizobium_caulinodans,0.060555,OG0001483,M,c,gain
Microvirga_vignae,0.0299527,OG0001483,M,d,gain
Microvirga_subterranea,0.0198997,OG0001483,F,d,gain
Xanthobacter_autotrophicus,0.054757,OG0001483,F,c,gain
Cupriavidus_alkaliphilus,1e-4,OG0001484,F,g,gain
Cupriavidus_taiwanensis,1e-4,OG0001484,M,g,gain
Sinorhizobium_M4_45,0.137552,OG0001484,F,a,loss
Sinorhizobium_meliloti,1e-4,OG0001484,M,a,loss
Bradyrhizobium_oligotrophicum,0.0733537,OG0001484,F,b,loss
Bradyrhizobium_icense,0.155651,OG0001484,M,b,loss
Rhizobium_gallicum,0.0791993,OG0001484,M,f,loss
Rhizobium_tubonense,0.0372076,OG0001484,F,f,loss
Mesorhizobium_oceanicum,0.0183862,OG0001484,F,e,loss
Mesorhizobium_temperatum,0.0892988,OG0001484,M,e,loss
Microvirga_vignae,0.100315,OG0001484,M,d,gain
Microvirga_subterranea,0.0443572,OG0001484,F,d,gain
Azorhizobium_caulinodans,8.84799e-4,OG0001484,M,c,gain
Xanthobacter_autotrophicus,0.0314967,OG0001484,F,c,gain
Paraburkholderia_diazotrophica,0.0413977,OG0001484,M,h,gain
Paraburkholderia_caribensis,0.115719,OG0001484,F,h,gain
Paraburkholderia_diazotrophica,0.00930229,OG0001485,M,h,gain
Xanthobacter_autotrophicus,0.0304042,OG0001485,F,c,gain
Azorhizobium_caulinodans,0.0541351,OG0001485,M,c,gain
Microvirga_vignae,0.0123004,OG0001485,M,d,gain
Microvirga_subterranea,0.0038927,OG0001485,F,d,gain
Rhizobium_tubonense,0.0520877,OG0001485,F,f,loss
Rhizobium_gallicum,0.0420385,OG0001485,M,f,loss
Sinorhizobium_meliloti,1e-4,OG0001485,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0001485,F,a,loss
Mesorhizobium_temperatum,0.0236417,OG0001485,M,e,loss
Mesorhizobium_oceanicum,0.0216998,OG0001485,F,e,loss
Bradyrhizobium_oligotrophicum,0.0359355,OG0001485,F,b,loss
Bradyrhizobium_icense,0.0574467,OG0001485,M,b,loss
Cupriavidus_alkaliphilus,1e-4,OG0001485,F,g,gain
Cupriavidus_taiwanensis,1e-4,OG0001485,M,g,gain
Paraburkholderia_caribensis,999,OG0001485,F,h,gain
Paraburkholderia_diazotrophica,0.016538,OG0001486,M,h,gain
Bradyrhizobium_oligotrophicum,0.0451256,OG0001486,F,b,loss
Bradyrhizobium_icense,0.038213,OG0001486,M,b,loss
Xanthobacter_autotrophicus,0.0373119,OG0001486,F,c,gain
Azorhizobium_caulinodans,0.0899841,OG0001486,M,c,gain
Mesorhizobium_oceanicum,0.0377258,OG0001486,F,e,loss
Mesorhizobium_temperatum,0.0487286,OG0001486,M,e,loss
Rhizobium_tubonense,0.0263165,OG0001486,F,f,loss
Rhizobium_gallicum,0.0466566,OG0001486,M,f,loss
Sinorhizobium_meliloti,1e-4,OG0001486,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0001486,F,a,loss
Microvirga_subterranea,0.0489364,OG0001486,F,d,gain
Microvirga_vignae,0.0206219,OG0001486,M,d,gain
Cupriavidus_alkaliphilus,0.0230148,OG0001486,F,g,gain
Cupriavidus_taiwanensis,0.157682,OG0001486,M,g,gain
Paraburkholderia_caribensis,0.021417,OG0001486,F,h,gain
Azorhizobium_caulinodans,0.0791605,OG0001487,M,c,gain
Xanthobacter_autotrophicus,0.0636806,OG0001487,F,c,gain
Bradyrhizobium_icense,0.0204041,OG0001487,M,b,loss
Bradyrhizobium_oligotrophicum,0.0725095,OG0001487,F,b,loss
Microvirga_vignae,0.0505857,OG0001487,M,d,gain
Microvirga_subterranea,0.0258148,OG0001487,F,d,gain
Mesorhizobium_temperatum,0.0456124,OG0001487,M,e,loss
Mesorhizobium_oceanicum,0.0312468,OG0001487,F,e,loss
Rhizobium_gallicum,0.0316007,OG0001487,M,f,loss
Rhizobium_tubonense,0.0167201,OG0001487,F,f,loss
Sinorhizobium_meliloti,0.089994,OG0001487,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0001487,F,a,loss
Cupriavidus_alkaliphilus,1e-4,OG0001487,F,g,gain
Cupriavidus_taiwanensis,1e-4,OG0001487,M,g,gain
Paraburkholderia_diazotrophica,0.0222881,OG0001487,M,h,gain
Paraburkholderia_caribensis,0.0653151,OG0001487,F,h,gain
Paraburkholderia_diazotrophica,0.0171389,OG0001488,M,h,gain
Mesorhizobium_oceanicum,0.0307182,OG0001488,F,e,loss
Mesorhizobium_temperatum,0.0349811,OG0001488,M,e,loss
Sinorhizobium_M4_45,999,OG0001488,F,a,loss
Sinorhizobium_meliloti,1e-4,OG0001488,M,a,loss
Rhizobium_gallicum,0.0227147,OG0001488,M,f,loss
Rhizobium_tubonense,0.0207427,OG0001488,F,f,loss
Microvirga_subterranea,0.016171,OG0001488,F,d,gain
Microvirga_vignae,0.0320071,OG0001488,M,d,gain
Xanthobacter_autotrophicus,0.0325809,OG0001488,F,c,gain
Azorhizobium_caulinodans,0.0504242,OG0001488,M,c,gain
Bradyrhizobium_oligotrophicum,0.0179687,OG0001488,F,b,loss
Bradyrhizobium_icense,0.0251999,OG0001488,M,b,loss
Cupriavidus_alkaliphilus,0.0195231,OG0001488,F,g,gain
Cupriavidus_taiwanensis,0.0201679,OG0001488,M,g,gain
Paraburkholderia_caribensis,0.0421971,OG0001488,F,h,gain
Paraburkholderia_diazotrophica,13.3704,OG0001489,M,h,gain
Cupriavidus_alkaliphilus,1e-4,OG0001489,F,g,gain
Cupriavidus_taiwanensis,1e-4,OG0001489,M,g,gain
Mesorhizobium_temperatum,0.103003,OG0001489,M,e,loss
Mesorhizobium_oceanicum,0.0361421,OG0001489,F,e,loss
Rhizobium_gallicum,0.0499446,OG0001489,M,f,loss
Rhizobium_tubonense,0.0526524,OG0001489,F,f,loss
Sinorhizobium_M4_45,1e-4,OG0001489,F,a,loss
Sinorhizobium_meliloti,1e-4,OG0001489,M,a,loss
Bradyrhizobium_oligotrophicum,999,OG0001489,F,b,loss
Bradyrhizobium_icense,0.078208,OG0001489,M,b,loss
Microvirga_subterranea,999,OG0001489,F,d,gain
Microvirga_vignae,0.0385563,OG0001489,M,d,gain
Azorhizobium_caulinodans,0.0516268,OG0001489,M,c,gain
Xanthobacter_autotrophicus,0.083846,OG0001489,F,c,gain
Paraburkholderia_caribensis,0.0294947,OG0001489,F,h,gain
Paraburkholderia_diazotrophica,0.0346234,OG0001490,M,h,gain
Xanthobacter_autotrophicus,0.0355028,OG0001490,F,c,gain
Azorhizobium_caulinodans,0.0272539,OG0001490,M,c,gain
Bradyrhizobium_oligotrophicum,0.0157053,OG0001490,F,b,loss
Bradyrhizobium_icense,0.0203301,OG0001490,M,b,loss
Microvirga_vignae,0.0177812,OG0001490,M,d,gain
Microvirga_subterranea,0.0206022,OG0001490,F,d,gain
Mesorhizobium_oceanicum,0.0431488,OG0001490,F,e,loss
Mesorhizobium_temperatum,0.0394151,OG0001490,M,e,loss
Rhizobium_tubonense,0.0244402,OG0001490,F,f,loss
Rhizobium_gallicum,0.0369615,OG0001490,M,f,loss
Sinorhizobium_meliloti,999,OG0001490,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0001490,F,a,loss
Cupriavidus_alkaliphilus,0.0368686,OG0001490,F,g,gain
Cupriavidus_taiwanensis,0.0742346,OG0001490,M,g,gain
Paraburkholderia_caribensis,0.0436653,OG0001490,F,h,gain
Paraburkholderia_diazotrophica,0.166436,OG0001491,M,h,gain
Xanthobacter_autotrophicus,0.0301464,OG0001491,F,c,gain
Azorhizobium_caulinodans,0.127298,OG0001491,M,c,gain
Bradyrhizobium_oligotrophicum,0.0496385,OG0001491,F,b,loss
Bradyrhizobium_icense,0.040038700000000003,OG0001491,M,b,loss
Microvirga_subterranea,0.0255323,OG0001491,F,d,gain
Microvirga_vignae,0.00725598,OG0001491,M,d,gain
Rhizobium_gallicum,0.054852,OG0001491,M,f,loss
Rhizobium_tubonense,0.0277724,OG0001491,F,f,loss
Sinorhizobium_meliloti,0.0620082,OG0001491,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0001491,F,a,loss
Mesorhizobium_temperatum,0.0790235,OG0001491,M,e,loss
Mesorhizobium_oceanicum,0.0464783,OG0001491,F,e,loss
Cupriavidus_alkaliphilus,876.511,OG0001491,F,g,gain
Cupriavidus_taiwanensis,0.011717,OG0001491,M,g,gain
Paraburkholderia_caribensis,0.0201762,OG0001491,F,h,gain
Cupriavidus_alkaliphilus,0.022339,OG0001492,F,g,gain
Cupriavidus_taiwanensis,0.0104827,OG0001492,M,g,gain
Mesorhizobium_temperatum,0.0305642,OG0001492,M,e,loss
Mesorhizobium_oceanicum,0.0145318,OG0001492,F,e,loss
Sinorhizobium_meliloti,16.8918,OG0001492,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0001492,F,a,loss
Rhizobium_tubonense,0.0215836,OG0001492,F,f,loss
Rhizobium_gallicum,0.0237104,OG0001492,M,f,loss
Microvirga_vignae,0.0347645,OG0001492,M,d,gain
Microvirga_subterranea,0.0300613,OG0001492,F,d,gain
Bradyrhizobium_oligotrophicum,0.0383455,OG0001492,F,b,loss
Bradyrhizobium_icense,0.0502647,OG0001492,M,b,loss
Xanthobacter_autotrophicus,0.063198,OG0001492,F,c,gain
Azorhizobium_caulinodans,0.0468006,OG0001492,M,c,gain
Paraburkholderia_diazotrophica,0.0446777,OG0001492,M,h,gain
Paraburkholderia_caribensis,0.0495335,OG0001492,F,h,gain
Cupriavidus_alkaliphilus,1e-4,OG0001493,F,g,gain
Cupriavidus_taiwanensis,0.00976877,OG0001493,M,g,gain
Sinorhizobium_M4_45,1e-4,OG0001493,F,a,loss
Sinorhizobium_meliloti,1e-4,OG0001493,M,a,loss
Rhizobium_tubonense,0.013101,OG0001493,F,f,loss
Rhizobium_gallicum,0.0104659,OG0001493,M,f,loss
Bradyrhizobium_oligotrophicum,0.0161815,OG0001493,F,b,loss
Bradyrhizobium_icense,0.00839124,OG0001493,M,b,loss
Microvirga_vignae,0.00514936,OG0001493,M,d,gain
Microvirga_subterranea,0.011951,OG0001493,F,d,gain
Azorhizobium_caulinodans,0.0301006,OG0001493,M,c,gain
Xanthobacter_autotrophicus,0.0194485,OG0001493,F,c,gain
Mesorhizobium_oceanicum,0.0161226,OG0001493,F,e,loss
Mesorhizobium_temperatum,0.0375219,OG0001493,M,e,loss
Paraburkholderia_diazotrophica,0.0184012,OG0001493,M,h,gain
Paraburkholderia_caribensis,0.00933516,OG0001493,F,h,gain
Cupriavidus_alkaliphilus,60.7277,OG0001494,F,g,gain
Cupriavidus_taiwanensis,0.020538,OG0001494,M,g,gain
Xanthobacter_autotrophicus,0.0197837,OG0001494,F,c,gain
Azorhizobium_caulinodans,0.0345237,OG0001494,M,c,gain
Bradyrhizobium_icense,0.0255572,OG0001494,M,b,loss
Bradyrhizobium_oligotrophicum,0.0300379,OG0001494,F,b,loss
Mesorhizobium_oceanicum,0.0302398,OG0001494,F,e,loss
Mesorhizobium_temperatum,0.040038700000000003,OG0001494,M,e,loss
Sinorhizobium_meliloti,1e-4,OG0001494,M,a,loss
Sinorhizobium_M4_45,1e-4,OG0001494,F,a,loss
Rhizobium_tubonense,0.0281884,OG0001494,F,f,loss
Rhizobium_gallicum,0.0139568,OG0001494,M,f,loss
Microvirga_vignae,0.00811785,OG0001494,M,d,gain
Microvirga_subterranea,0.0338159,OG0001494,F,d,gain
Paraburkholderia_diazotrophica,0.00514272,OG0001494,M,h,gain
Paraburkholderia_caribensis,52.1129,OG0001494,F,h,gain
Cupriavidus_alkaliphilus,0.0748231,OG0001495,F,g,gain
Cupriavidus_taiwanensis,0.0138762,OG0001495,M,g,gain
Bradyrhizobium_icense,0.036286,OG0001495,M,b,loss
Bradyrhizobium_oligotrophicum,0.0288257,OG0001495,F,b,loss
Rhizobium_tubonense,0.0301498,OG0001495,F,f,loss
Sinorhizobium_M4_45,1e-4,OG0001495,F,a,loss
Sinorhizobium_meliloti,0.0812617,OG0001495,M,a,loss
Rhizobium_gallicum,0.0253863,OG0001495,M,f,loss
Microvirga_vignae,0.019407400000000002,OG0001495,M,d,gain
Microvirga_subterranea,0.0409642,OG0001495,F,d,gain
Mesorhizobium_oceanicum,0.0298537,OG0001495,F,e,loss
Mesorhizobium_temperatum,0.0186701,OG0001495,M,e,loss
Azorhizobium_caulinodans,0.0267601,OG0001495,M,c,gain
Xanthobacter_autotrophicus,0.0455154,OG0001495,F,c,gain
Paraburkholderia_diazotrophica,0.294346,OG0001495,M,h,gain
Paraburkholderia_caribensis,0.0269275,OG0001495,F,h,gain
Xanthobacter_autotrophicus,0.0737662,OG0001496,F,c,gain
Microvirga_subterranea,0.0172399,OG0001496,F,d,gain
Microvirga_vignae,3.68645e-4,OG0001496,M,d,gain
Bradyrhizobium_oligotrophicum,0.0203546,OG0001496,F,b,loss
Bradyrhizobium_icense,0.0265201,OG0001496,M,b,loss
Mesorhizobium_oceanicum,0.0334832,OG0001496,F,e,loss
Sinorhizobium_M4_45,0.0887645,OG0001496,F,a,loss
Sinorhizobium_meliloti,665.247,OG0001496,M,a,loss
Rhizobium_tubonense,0.0568178,OG0001496,F,f,loss
Rhizobium_gallicum,0.0147496,OG0001496,M,f,loss
Paraburkholderia_diazotrophica,0.0133305,OG0001496,M,h,gain
Paraburkholderia_caribensis,0.0107555,OG0001496,F,h,gain
Cupriavidus_alkaliphilus,1e-4,OG0001496,F,g,gain
