Code,dnds,Gene,Species,Mutualist,Pair,Transition
Mimosa_grahamii,0.132199,OG0020478,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.132199,OG0020478,Dalea_mollissima,M,b,loss
Peltophorum_dubium,0.177081,OG0020479,Peltophorum_dubium,F,f,gain
Mimosa_aculeaticarpa,0.263134,OG0020479,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.263134,OG0020479,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.263134,OG0020479,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.263134,OG0020479,Calliandra_humilis,F,c,loss
Senna_occidentalis,0.177081,OG0020479,Senna_occidentalis,F,d,gain
Senna_barclayana,0.263134,OG0020479,Senna_barclayana,M,d,gain
Senna_italica,0.177081,OG0020479,Senna_italica,M,e,gain
Senna_didymobotrya,0.177081,OG0020479,Senna_didymobotrya,F,e,gain
Dalea_mollis1,0.263134,OG0020479,Dalea_mollis,F,b,loss
Dalea_mollissima,0.263134,OG0020479,Dalea_mollissima,M,b,loss
Peltophorum_africanum,0.177081,OG0020479,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.697647,OG0020485,Peltophorum_dubium,F,f,gain
Senna_occidentalis,0.697647,OG0020485,Senna_occidentalis,F,d,gain
Senna_barclayana,0.155287,OG0020485,Senna_barclayana,M,d,gain
Senna_didymobotrya,0.697647,OG0020485,Senna_didymobotrya,F,e,gain
Senna_italica,0.697647,OG0020485,Senna_italica,M,e,gain
Mimosa_grahamii,0.155287,OG0020485,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.155287,OG0020485,Mimosa_aculeaticarpa,M,a,loss
Calliandra_eriophylla,0.155287,OG0020485,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.155287,OG0020485,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.155287,OG0020485,Dalea_mollis,F,b,loss
Dalea_mollissima,0.155287,OG0020485,Dalea_mollissima,M,b,loss
Peltophorum_africanum,0.697647,OG0020485,Peltophorum_africanum,M,f,gain
Calliandra_eriophylla,0.182602,OG0020486,Calliandra_eriophylla,M,c,loss
Peltophorum_africanum,0.230879,OG0020486,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.230879,OG0020486,Peltophorum_dubium,F,f,gain
Dalea_mollis1,0.182602,OG0020486,Dalea_mollis,F,b,loss
Dalea_mollissima,0.182602,OG0020486,Dalea_mollissima,M,b,loss
Senna_barclayana,0.182602,OG0020486,Senna_barclayana,M,d,gain
Senna_occidentalis,0.230879,OG0020486,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.230879,OG0020486,Senna_didymobotrya,F,e,gain
Senna_italica,0.230879,OG0020486,Senna_italica,M,e,gain
Mimosa_aculeaticarpa,0.182602,OG0020486,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.182602,OG0020486,Mimosa_grahamii,F,a,loss
Calliandra_humilis,0.182602,OG0020486,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.228952,OG0020491,Mimosa_aculeaticarpa,M,a,loss
Calliandra_eriophylla,0.228952,OG0020491,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.228952,OG0020491,Calliandra_humilis,F,c,loss
Peltophorum_africanum,0.228808,OG0020491,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.228808,OG0020491,Peltophorum_dubium,F,f,gain
Senna_italica,0.228808,OG0020491,Senna_italica,M,e,gain
Senna_didymobotrya,0.228808,OG0020491,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.228952,OG0020491,Senna_barclayana,M,d,gain
Senna_occidentalis,0.228808,OG0020491,Senna_occidentalis,F,d,gain
Dalea_mollis1,0.228952,OG0020491,Dalea_mollis,F,b,loss
Dalea_mollissima,0.228952,OG0020491,Dalea_mollissima,M,b,loss
Mimosa_grahamii,0.228952,OG0020491,Mimosa_grahamii,F,a,loss
Senna_italica,0.364721,OG0020492,Senna_italica,M,e,gain
Senna_barclayana,0.280367,OG0020492,Senna_barclayana,M,d,gain
Senna_occidentalis,0.364721,OG0020492,Senna_occidentalis,F,d,gain
Calliandra_humilis,0.280367,OG0020492,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.280367,OG0020492,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.280367,OG0020492,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.280367,OG0020492,Mimosa_grahamii,F,a,loss
Peltophorum_dubium,0.364721,OG0020492,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.364721,OG0020492,Peltophorum_africanum,M,f,gain
Dalea_mollis1,0.280367,OG0020492,Dalea_mollis,F,b,loss
Dalea_mollissima,0.280367,OG0020492,Dalea_mollissima,M,b,loss
Senna_didymobotrya,0.364721,OG0020492,Senna_didymobotrya,F,e,gain
Dalea_mollis1,0.336368,OG0020496,Dalea_mollis,F,b,loss
Senna_barclayana,0.336368,OG0020496,Senna_barclayana,M,d,gain
Senna_occidentalis,0.682619,OG0020496,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.682619,OG0020496,Senna_didymobotrya,F,e,gain
Senna_italica,0.682619,OG0020496,Senna_italica,M,e,gain
Peltophorum_africanum,0.682619,OG0020496,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.682619,OG0020496,Peltophorum_dubium,F,f,gain
Mimosa_aculeaticarpa,0.336368,OG0020496,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.336368,OG0020496,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.336368,OG0020496,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.336368,OG0020496,Calliandra_humilis,F,c,loss
Dalea_mollissima,0.336368,OG0020496,Dalea_mollissima,M,b,loss
Peltophorum_africanum,0.257287,OG0020499,Peltophorum_africanum,M,f,gain
Dalea_mollissima,0.281285,OG0020499,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.281285,OG0020499,Dalea_mollis,F,b,loss
Senna_didymobotrya,0.257287,OG0020499,Senna_didymobotrya,F,e,gain
Senna_italica,0.257287,OG0020499,Senna_italica,M,e,gain
Senna_barclayana,0.281285,OG0020499,Senna_barclayana,M,d,gain
Senna_occidentalis,0.257287,OG0020499,Senna_occidentalis,F,d,gain
Mimosa_aculeaticarpa,0.281285,OG0020499,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.281285,OG0020499,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.281285,OG0020499,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.281285,OG0020499,Calliandra_humilis,F,c,loss
Peltophorum_dubium,0.257287,OG0020499,Peltophorum_dubium,F,f,gain
Dalea_mollis1,0.242913,OG0020501,Dalea_mollis,F,b,loss
Peltophorum_africanum,0.350146,OG0020501,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.350146,OG0020501,Peltophorum_dubium,F,f,gain
Calliandra_eriophylla,0.242913,OG0020501,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.242913,OG0020501,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.242913,OG0020501,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.242913,OG0020501,Mimosa_grahamii,F,a,loss
Senna_barclayana,0.242913,OG0020501,Senna_barclayana,M,d,gain
Senna_occidentalis,0.350146,OG0020501,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.350146,OG0020501,Senna_didymobotrya,F,e,gain
Senna_italica,0.350146,OG0020501,Senna_italica,M,e,gain
Dalea_mollissima,0.242913,OG0020501,Dalea_mollissima,M,b,loss
Mimosa_grahamii,0.458139,OG0020502,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.458139,OG0020502,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.458139,OG0020502,Calliandra_humilis,F,c,loss
Senna_occidentalis,0.787382,OG0020502,Senna_occidentalis,F,d,gain
Senna_barclayana,0.458139,OG0020502,Senna_barclayana,M,d,gain
Senna_italica,0.787382,OG0020502,Senna_italica,M,e,gain
Senna_didymobotrya,0.787382,OG0020502,Senna_didymobotrya,F,e,gain
Peltophorum_africanum,0.787382,OG0020502,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.787382,OG0020502,Peltophorum_dubium,F,f,gain
Dalea_mollis1,0.458139,OG0020502,Dalea_mollis,F,b,loss
Dalea_mollissima,0.458139,OG0020502,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.458139,OG0020502,Mimosa_aculeaticarpa,M,a,loss
Peltophorum_africanum,0.521425,OG0020506,Peltophorum_africanum,M,f,gain
Senna_barclayana,0.220971,OG0020506,Senna_barclayana,M,d,gain
Senna_occidentalis,0.521425,OG0020506,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.521425,OG0020506,Senna_didymobotrya,F,e,gain
Senna_italica,0.521425,OG0020506,Senna_italica,M,e,gain
Dalea_mollis1,0.220971,OG0020506,Dalea_mollis,F,b,loss
Dalea_mollissima,0.220971,OG0020506,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.220971,OG0020506,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.220971,OG0020506,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.220971,OG0020506,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.220971,OG0020506,Calliandra_humilis,F,c,loss
Peltophorum_dubium,0.521425,OG0020506,Peltophorum_dubium,F,f,gain
Calliandra_eriophylla,0.126663,OG0020507,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.126663,OG0020507,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.126663,OG0020507,Mimosa_grahamii,F,a,loss
Peltophorum_africanum,0.286319,OG0020507,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.286319,OG0020507,Peltophorum_dubium,F,f,gain
Dalea_mollis1,0.126663,OG0020507,Dalea_mollis,F,b,loss
Dalea_mollissima,0.126663,OG0020507,Dalea_mollissima,M,b,loss
Senna_barclayana,0.126663,OG0020507,Senna_barclayana,M,d,gain
Senna_occidentalis,0.286319,OG0020507,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.286319,OG0020507,Senna_didymobotrya,F,e,gain
Senna_italica,0.286319,OG0020507,Senna_italica,M,e,gain
Calliandra_humilis,0.126663,OG0020507,Calliandra_humilis,F,c,loss
Peltophorum_africanum,0.199259,OG0020509,Peltophorum_africanum,M,f,gain
Mimosa_aculeaticarpa,0.160949,OG0020509,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.160949,OG0020509,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.160949,OG0020509,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.160949,OG0020509,Calliandra_humilis,F,c,loss
Senna_italica,0.199259,OG0020509,Senna_italica,M,e,gain
Senna_didymobotrya,0.199259,OG0020509,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.160949,OG0020509,Senna_barclayana,M,d,gain
Senna_occidentalis,0.199259,OG0020509,Senna_occidentalis,F,d,gain
Dalea_mollis1,0.160949,OG0020509,Dalea_mollis,F,b,loss
Dalea_mollissima,0.160949,OG0020509,Dalea_mollissima,M,b,loss
Peltophorum_dubium,0.199259,OG0020509,Peltophorum_dubium,F,f,gain
Dalea_mollis1,0.253566,OG0020513,Dalea_mollis,F,b,loss
Peltophorum_africanum,0.233448,OG0020513,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.233448,OG0020513,Peltophorum_dubium,F,f,gain
Calliandra_eriophylla,0.253566,OG0020513,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.253566,OG0020513,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.253566,OG0020513,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.253566,OG0020513,Mimosa_grahamii,F,a,loss
Senna_italica,0.233448,OG0020513,Senna_italica,M,e,gain
Senna_didymobotrya,0.233448,OG0020513,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.253566,OG0020513,Senna_barclayana,M,d,gain
Senna_occidentalis,0.233448,OG0020513,Senna_occidentalis,F,d,gain
Dalea_mollissima,0.253566,OG0020513,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.377888,OG0020515,Dalea_mollis,F,b,loss
Senna_barclayana,0.377888,OG0020515,Senna_barclayana,M,d,gain
Senna_occidentalis,0.585507,OG0020515,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.585507,OG0020515,Senna_didymobotrya,F,e,gain
Senna_italica,0.585507,OG0020515,Senna_italica,M,e,gain
Peltophorum_africanum,0.585507,OG0020515,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.585507,OG0020515,Peltophorum_dubium,F,f,gain
Calliandra_eriophylla,0.377888,OG0020515,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.377888,OG0020515,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.377888,OG0020515,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.377888,OG0020515,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.377888,OG0020515,Dalea_mollissima,M,b,loss
Senna_barclayana,0.120374,OG0020517,Senna_barclayana,M,d,gain
Senna_didymobotrya,0.301947,OG0020517,Senna_didymobotrya,F,e,gain
Senna_italica,0.301947,OG0020517,Senna_italica,M,e,gain
Peltophorum_dubium,0.301947,OG0020517,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.301947,OG0020517,Peltophorum_africanum,M,f,gain
Mimosa_aculeaticarpa,0.120374,OG0020517,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.120374,OG0020517,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.120374,OG0020517,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.120374,OG0020517,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.120374,OG0020517,Dalea_mollis,F,b,loss
Dalea_mollissima,0.120374,OG0020517,Dalea_mollissima,M,b,loss
Senna_occidentalis,0.301947,OG0020517,Senna_occidentalis,F,d,gain
Dalea_mollis1,0.245945,OG0020520,Dalea_mollis,F,b,loss
Peltophorum_africanum,0.143792,OG0020520,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.143792,OG0020520,Peltophorum_dubium,F,f,gain
Mimosa_aculeaticarpa,0.245945,OG0020520,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.245945,OG0020520,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.245945,OG0020520,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.245945,OG0020520,Calliandra_humilis,F,c,loss
Senna_barclayana,0.245945,OG0020520,Senna_barclayana,M,d,gain
Senna_occidentalis,0.143792,OG0020520,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.143792,OG0020520,Senna_didymobotrya,F,e,gain
Senna_italica,0.143792,OG0020520,Senna_italica,M,e,gain
Dalea_mollissima,0.245945,OG0020520,Dalea_mollissima,M,b,loss
Senna_italica,0.335378,OG0020521,Senna_italica,M,e,gain
Senna_barclayana,0.195003,OG0020521,Senna_barclayana,M,d,gain
Senna_occidentalis,0.335378,OG0020521,Senna_occidentalis,F,d,gain
Calliandra_eriophylla,0.195003,OG0020521,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.195003,OG0020521,Calliandra_humilis,F,c,loss
Mimosa_grahamii,0.195003,OG0020521,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.195003,OG0020521,Mimosa_aculeaticarpa,M,a,loss
Peltophorum_africanum,0.335378,OG0020521,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.335378,OG0020521,Peltophorum_dubium,F,f,gain
Dalea_mollis1,0.195003,OG0020521,Dalea_mollis,F,b,loss
Dalea_mollissima,0.195003,OG0020521,Dalea_mollissima,M,b,loss
Senna_didymobotrya,0.335378,OG0020521,Senna_didymobotrya,F,e,gain
Calliandra_eriophylla,0.393138,OG0020524,Calliandra_eriophylla,M,c,loss
Mimosa_grahamii,0.393138,OG0020524,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.393138,OG0020524,Mimosa_aculeaticarpa,M,a,loss
Peltophorum_dubium,0.388739,OG0020524,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.388739,OG0020524,Peltophorum_africanum,M,f,gain
Dalea_mollissima,0.393138,OG0020524,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.393138,OG0020524,Dalea_mollis,F,b,loss
Senna_italica,0.388739,OG0020524,Senna_italica,M,e,gain
Senna_didymobotrya,0.388739,OG0020524,Senna_didymobotrya,F,e,gain
Senna_occidentalis,0.388739,OG0020524,Senna_occidentalis,F,d,gain
Senna_barclayana,0.393138,OG0020524,Senna_barclayana,M,d,gain
Calliandra_humilis,0.393138,OG0020524,Calliandra_humilis,F,c,loss
Senna_italica,0.450003,OG0020533,Senna_italica,M,e,gain
Senna_barclayana,0.0468743,OG0020533,Senna_barclayana,M,d,gain
Senna_occidentalis,0.450003,OG0020533,Senna_occidentalis,F,d,gain
Mimosa_grahamii,0.0468743,OG0020533,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.0468743,OG0020533,Mimosa_aculeaticarpa,M,a,loss
Calliandra_eriophylla,0.0468743,OG0020533,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.0468743,OG0020533,Calliandra_humilis,F,c,loss
Peltophorum_dubium,0.450003,OG0020533,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.450003,OG0020533,Peltophorum_africanum,M,f,gain
Dalea_mollis1,0.0468743,OG0020533,Dalea_mollis,F,b,loss
Dalea_mollissima,0.0468743,OG0020533,Dalea_mollissima,M,b,loss
Senna_didymobotrya,0.450003,OG0020533,Senna_didymobotrya,F,e,gain
Senna_italica,0.378481,OG0020536,Senna_italica,M,e,gain
Senna_barclayana,0.365078,OG0020536,Senna_barclayana,M,d,gain
Senna_occidentalis,0.378481,OG0020536,Senna_occidentalis,F,d,gain
Mimosa_grahamii,0.365078,OG0020536,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.365078,OG0020536,Mimosa_aculeaticarpa,M,a,loss
Calliandra_eriophylla,0.365078,OG0020536,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.365078,OG0020536,Calliandra_humilis,F,c,loss
Peltophorum_dubium,0.378481,OG0020536,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.378481,OG0020536,Peltophorum_africanum,M,f,gain
Dalea_mollis1,0.365078,OG0020536,Dalea_mollis,F,b,loss
Dalea_mollissima,0.365078,OG0020536,Dalea_mollissima,M,b,loss
Senna_didymobotrya,0.378481,OG0020536,Senna_didymobotrya,F,e,gain
Calliandra_eriophylla,0.224597,OG0020549,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.224597,OG0020549,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.224597,OG0020549,Mimosa_grahamii,F,a,loss
Peltophorum_dubium,0.366332,OG0020549,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.366332,OG0020549,Peltophorum_africanum,M,f,gain
Dalea_mollis1,0.224597,OG0020549,Dalea_mollis,F,b,loss
Dalea_mollissima,0.224597,OG0020549,Dalea_mollissima,M,b,loss
Senna_occidentalis,0.366332,OG0020549,Senna_occidentalis,F,d,gain
Senna_barclayana,0.224597,OG0020549,Senna_barclayana,M,d,gain
Senna_didymobotrya,0.366332,OG0020549,Senna_didymobotrya,F,e,gain
Senna_italica,0.366332,OG0020549,Senna_italica,M,e,gain
Calliandra_humilis,0.224597,OG0020549,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.30686600000000003,OG0020558,Calliandra_eriophylla,M,c,loss
Mimosa_grahamii,0.30686600000000003,OG0020558,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.30686600000000003,OG0020558,Mimosa_aculeaticarpa,M,a,loss
Peltophorum_africanum,0.160461,OG0020558,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.160461,OG0020558,Peltophorum_dubium,F,f,gain
Senna_barclayana,0.30686600000000003,OG0020558,Senna_barclayana,M,d,gain
Senna_occidentalis,0.160461,OG0020558,Senna_occidentalis,F,d,gain
Senna_italica,0.160461,OG0020558,Senna_italica,M,e,gain
Senna_didymobotrya,0.160461,OG0020558,Senna_didymobotrya,F,e,gain
Dalea_mollis1,0.30686600000000003,OG0020558,Dalea_mollis,F,b,loss
Dalea_mollissima,0.30686600000000003,OG0020558,Dalea_mollissima,M,b,loss
Calliandra_humilis,0.30686600000000003,OG0020558,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.295466,OG0020565,Dalea_mollis,F,b,loss
Senna_didymobotrya,0.255319,OG0020565,Senna_didymobotrya,F,e,gain
Senna_italica,0.255319,OG0020565,Senna_italica,M,e,gain
Senna_barclayana,0.295466,OG0020565,Senna_barclayana,M,d,gain
Senna_occidentalis,0.255319,OG0020565,Senna_occidentalis,F,d,gain
Calliandra_eriophylla,0.295466,OG0020565,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.295466,OG0020565,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.295466,OG0020565,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.295466,OG0020565,Mimosa_grahamii,F,a,loss
Peltophorum_africanum,0.255319,OG0020565,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.255319,OG0020565,Peltophorum_dubium,F,f,gain
Dalea_mollissima,0.295466,OG0020565,Dalea_mollissima,M,b,loss
Senna_italica,0.680842,OG0020566,Senna_italica,M,e,gain
Senna_barclayana,0.46592,OG0020566,Senna_barclayana,M,d,gain
Senna_occidentalis,0.680842,OG0020566,Senna_occidentalis,F,d,gain
Dalea_mollissima,0.46592,OG0020566,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.46592,OG0020566,Dalea_mollis,F,b,loss
Peltophorum_dubium,0.680842,OG0020566,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.680842,OG0020566,Peltophorum_africanum,M,f,gain
Mimosa_aculeaticarpa,0.46592,OG0020566,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.46592,OG0020566,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.46592,OG0020566,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.46592,OG0020566,Calliandra_humilis,F,c,loss
Senna_didymobotrya,0.680842,OG0020566,Senna_didymobotrya,F,e,gain
Dalea_mollis1,0.383688,OG0020568,Dalea_mollis,F,b,loss
Peltophorum_africanum,0.615383,OG0020568,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.615383,OG0020568,Peltophorum_dubium,F,f,gain
Mimosa_grahamii,0.383688,OG0020568,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.383688,OG0020568,Mimosa_aculeaticarpa,M,a,loss
Calliandra_eriophylla,0.383688,OG0020568,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.383688,OG0020568,Calliandra_humilis,F,c,loss
Senna_barclayana,0.383688,OG0020568,Senna_barclayana,M,d,gain
Senna_occidentalis,0.615383,OG0020568,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.615383,OG0020568,Senna_didymobotrya,F,e,gain
Senna_italica,0.615383,OG0020568,Senna_italica,M,e,gain
Dalea_mollissima,0.383688,OG0020568,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.186106,OG0020572,Dalea_mollis,F,b,loss
Peltophorum_africanum,0.339606,OG0020572,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.339606,OG0020572,Peltophorum_dubium,F,f,gain
Mimosa_aculeaticarpa,0.186106,OG0020572,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.186106,OG0020572,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.186106,OG0020572,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.186106,OG0020572,Calliandra_humilis,F,c,loss
Senna_barclayana,0.186106,OG0020572,Senna_barclayana,M,d,gain
Senna_occidentalis,0.339606,OG0020572,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.339606,OG0020572,Senna_didymobotrya,F,e,gain
Senna_italica,0.339606,OG0020572,Senna_italica,M,e,gain
Dalea_mollissima,0.186106,OG0020572,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.301041,OG0020578,Dalea_mollis,F,b,loss
Senna_didymobotrya,0.387067,OG0020578,Senna_didymobotrya,F,e,gain
Senna_italica,0.387067,OG0020578,Senna_italica,M,e,gain
Senna_barclayana,0.301041,OG0020578,Senna_barclayana,M,d,gain
Senna_occidentalis,0.387067,OG0020578,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.387067,OG0020578,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.387067,OG0020578,Peltophorum_africanum,M,f,gain
Mimosa_aculeaticarpa,0.301041,OG0020578,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.301041,OG0020578,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.301041,OG0020578,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.301041,OG0020578,Calliandra_humilis,F,c,loss
Dalea_mollissima,0.301041,OG0020578,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.189635,OG0020579,Dalea_mollis,F,b,loss
Calliandra_eriophylla,0.189635,OG0020579,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.189635,OG0020579,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.189635,OG0020579,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.189635,OG0020579,Mimosa_grahamii,F,a,loss
Senna_didymobotrya,0.14889,OG0020579,Senna_didymobotrya,F,e,gain
Senna_italica,0.14889,OG0020579,Senna_italica,M,e,gain
Senna_barclayana,0.189635,OG0020579,Senna_barclayana,M,d,gain
Senna_occidentalis,0.14889,OG0020579,Senna_occidentalis,F,d,gain
Peltophorum_africanum,0.14889,OG0020579,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.14889,OG0020579,Peltophorum_dubium,F,f,gain
Dalea_mollissima,0.189635,OG0020579,Dalea_mollissima,M,b,loss
Senna_barclayana,0.220664,OG0020581,Senna_barclayana,M,d,gain
Senna_didymobotrya,0.184246,OG0020581,Senna_didymobotrya,F,e,gain
Senna_italica,0.184246,OG0020581,Senna_italica,M,e,gain
Mimosa_grahamii,0.220664,OG0020581,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.220664,OG0020581,Mimosa_aculeaticarpa,M,a,loss
Calliandra_eriophylla,0.220664,OG0020581,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.220664,OG0020581,Calliandra_humilis,F,c,loss
Peltophorum_africanum,0.184246,OG0020581,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.184246,OG0020581,Peltophorum_dubium,F,f,gain
Dalea_mollis1,0.220664,OG0020581,Dalea_mollis,F,b,loss
Dalea_mollissima,0.220664,OG0020581,Dalea_mollissima,M,b,loss
Senna_occidentalis,0.184246,OG0020581,Senna_occidentalis,F,d,gain
Calliandra_eriophylla,0.219604,OG0020582,Calliandra_eriophylla,M,c,loss
Mimosa_grahamii,0.219604,OG0020582,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.219604,OG0020582,Mimosa_aculeaticarpa,M,a,loss
Peltophorum_africanum,0.106985,OG0020582,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.106985,OG0020582,Peltophorum_dubium,F,f,gain
Senna_italica,0.106985,OG0020582,Senna_italica,M,e,gain
