Code,dnds,Gene,Estimate,Species,Mutualist,Pair,Transition
Senna_occidentalis,0.244095,OG0020331,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.244095,OG0020331,gain,Peltophorum_dubium,F,f,gain
Senna_occidentalis,0.190225,OG0020334,gain,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.190225,OG0020334,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.107864,OG0020334,gain,Senna_italica,M,e,gain
Peltophorum_africanum,0.107864,OG0020334,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.190225,OG0020334,gain,Peltophorum_dubium,F,f,gain
Senna_barclayana,0.107864,OG0020334,gain,Senna_barclayana,M,d,gain
Senna_italica,0.234607,OG0020335,gain,Senna_italica,M,e,gain
Peltophorum_africanum,0.234607,OG0020335,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.289783,OG0020335,gain,Peltophorum_dubium,F,f,gain
Senna_barclayana,0.234607,OG0020335,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.289783,OG0020335,gain,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.289783,OG0020335,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.285228,OG0020344,gain,Senna_italica,M,e,gain
Senna_barclayana,0.285228,OG0020344,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.851672,OG0020344,gain,Senna_occidentalis,F,d,gain
Peltophorum_africanum,0.285228,OG0020344,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.851672,OG0020344,gain,Peltophorum_dubium,F,f,gain
Senna_didymobotrya,0.851672,OG0020344,gain,Senna_didymobotrya,F,e,gain
Peltophorum_africanum,1.6453,OG0020345,gain,Peltophorum_africanum,M,f,gain
Senna_occidentalis,0.26023,OG0020345,gain,Senna_occidentalis,F,d,gain
Senna_barclayana,1.6453,OG0020345,gain,Senna_barclayana,M,d,gain
Senna_didymobotrya,0.26023,OG0020345,gain,Senna_didymobotrya,F,e,gain
Senna_italica,1.6453,OG0020345,gain,Senna_italica,M,e,gain
Peltophorum_dubium,0.26023,OG0020345,gain,Peltophorum_dubium,F,f,gain
Senna_didymobotrya,0.308597,OG0020348,gain,Senna_didymobotrya,F,e,gain
Senna_occidentalis,0.308597,OG0020348,gain,Senna_occidentalis,F,d,gain
Senna_barclayana,0.705546,OG0020348,gain,Senna_barclayana,M,d,gain
Peltophorum_africanum,0.705546,OG0020348,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.308597,OG0020348,gain,Peltophorum_dubium,F,f,gain
Senna_italica,0.705546,OG0020348,gain,Senna_italica,M,e,gain
Peltophorum_africanum,0.292625,OG0020349,gain,Peltophorum_africanum,M,f,gain
Senna_occidentalis,0.55083,OG0020349,gain,Senna_occidentalis,F,d,gain
Senna_barclayana,0.292625,OG0020349,gain,Senna_barclayana,M,d,gain
Senna_didymobotrya,0.55083,OG0020349,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.292625,OG0020349,gain,Senna_italica,M,e,gain
Peltophorum_dubium,0.55083,OG0020349,gain,Peltophorum_dubium,F,f,gain
Senna_occidentalis,0.279592,OG0020350,gain,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.279592,OG0020350,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.0205475,OG0020350,gain,Senna_italica,M,e,gain
Peltophorum_africanum,0.0205475,OG0020350,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.279592,OG0020350,gain,Peltophorum_dubium,F,f,gain
Senna_barclayana,0.0205475,OG0020350,gain,Senna_barclayana,M,d,gain
Senna_italica,0.0734018,OG0020351,gain,Senna_italica,M,e,gain
Senna_barclayana,0.0734018,OG0020351,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.563335,OG0020351,gain,Senna_occidentalis,F,d,gain
Peltophorum_africanum,0.0734018,OG0020351,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.563335,OG0020351,gain,Peltophorum_dubium,F,f,gain
Senna_didymobotrya,0.563335,OG0020351,gain,Senna_didymobotrya,F,e,gain
Peltophorum_africanum,0.0151045,OG0020353,gain,Peltophorum_africanum,M,f,gain
Senna_italica,0.0151045,OG0020353,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.182416,OG0020353,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.0151045,OG0020353,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.182416,OG0020353,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.182416,OG0020353,gain,Peltophorum_dubium,F,f,gain
Peltophorum_dubium,0.682525,OG0020355,gain,Peltophorum_dubium,F,f,gain
Senna_didymobotrya,0.682525,OG0020355,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.234479,OG0020355,gain,Senna_italica,M,e,gain
Senna_barclayana,0.234479,OG0020355,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.682525,OG0020355,gain,Senna_occidentalis,F,d,gain
Peltophorum_africanum,0.234479,OG0020355,gain,Peltophorum_africanum,M,f,gain
Senna_barclayana,0.0326964,OG0020358,gain,Senna_barclayana,M,d,gain
Senna_italica,0.0326964,OG0020358,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.357065,OG0020358,gain,Senna_didymobotrya,F,e,gain
Peltophorum_africanum,0.0326964,OG0020358,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.357065,OG0020358,gain,Peltophorum_dubium,F,f,gain
Senna_occidentalis,0.357065,OG0020358,gain,Senna_occidentalis,F,d,gain
Peltophorum_africanum,0.29134,OG0020360,gain,Peltophorum_africanum,M,f,gain
Senna_italica,0.29134,OG0020360,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.714216,OG0020360,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.29134,OG0020360,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.714216,OG0020360,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.714216,OG0020360,gain,Peltophorum_dubium,F,f,gain
Senna_occidentalis,0.294694,OG0020361,gain,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.294694,OG0020361,gain,Senna_didymobotrya,F,e,gain
Senna_italica,1.23328,OG0020361,gain,Senna_italica,M,e,gain
Peltophorum_africanum,1.23328,OG0020361,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.294694,OG0020361,gain,Peltophorum_dubium,F,f,gain
Senna_barclayana,1.23328,OG0020361,gain,Senna_barclayana,M,d,gain
Peltophorum_africanum,0.231754,OG0020367,gain,Peltophorum_africanum,M,f,gain
Senna_italica,0.231754,OG0020367,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.0382936,OG0020367,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.231754,OG0020367,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.0382936,OG0020367,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.0382936,OG0020367,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.110294,OG0020368,gain,Peltophorum_africanum,M,f,gain
Senna_occidentalis,1.53448,OG0020368,gain,Senna_occidentalis,F,d,gain
Senna_barclayana,0.110294,OG0020368,gain,Senna_barclayana,M,d,gain
Senna_didymobotrya,1.53448,OG0020368,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.110294,OG0020368,gain,Senna_italica,M,e,gain
Peltophorum_dubium,1.53448,OG0020368,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.250468,OG0020371,gain,Peltophorum_africanum,M,f,gain
Senna_occidentalis,0.170574,OG0020371,gain,Senna_occidentalis,F,d,gain
Senna_barclayana,0.250468,OG0020371,gain,Senna_barclayana,M,d,gain
Senna_didymobotrya,0.170574,OG0020371,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.250468,OG0020371,gain,Senna_italica,M,e,gain
Peltophorum_dubium,0.170574,OG0020371,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.314089,OG0020378,gain,Peltophorum_africanum,M,f,gain
Senna_occidentalis,0.253379,OG0020378,gain,Senna_occidentalis,F,d,gain
Senna_barclayana,0.314089,OG0020378,gain,Senna_barclayana,M,d,gain
Senna_didymobotrya,0.253379,OG0020378,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.314089,OG0020378,gain,Senna_italica,M,e,gain
Peltophorum_dubium,0.253379,OG0020378,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.203308,OG0020382,gain,Peltophorum_africanum,M,f,gain
Senna_occidentalis,0.34987,OG0020382,gain,Senna_occidentalis,F,d,gain
Senna_barclayana,0.203308,OG0020382,gain,Senna_barclayana,M,d,gain
Senna_didymobotrya,0.34987,OG0020382,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.203308,OG0020382,gain,Senna_italica,M,e,gain
Peltophorum_dubium,0.34987,OG0020382,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,12.2261,OG0020384,gain,Peltophorum_africanum,M,f,gain
Senna_italica,12.2261,OG0020384,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.138917,OG0020384,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,12.2261,OG0020384,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.138917,OG0020384,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.138917,OG0020384,gain,Peltophorum_dubium,F,f,gain
Senna_italica,0.207707,OG0020389,gain,Senna_italica,M,e,gain
Senna_barclayana,0.207707,OG0020389,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.819456,OG0020389,gain,Senna_occidentalis,F,d,gain
Peltophorum_africanum,0.207707,OG0020389,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.819456,OG0020389,gain,Peltophorum_dubium,F,f,gain
Senna_didymobotrya,0.819456,OG0020389,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.592455,OG0020397,gain,Senna_barclayana,M,d,gain
Senna_italica,0.592455,OG0020397,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.141308,OG0020397,gain,Senna_didymobotrya,F,e,gain
Peltophorum_africanum,0.592455,OG0020397,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.141308,OG0020397,gain,Peltophorum_dubium,F,f,gain
Senna_occidentalis,0.141308,OG0020397,gain,Senna_occidentalis,F,d,gain
Peltophorum_africanum,0.421803,OG0020399,gain,Peltophorum_africanum,M,f,gain
Senna_italica,0.421803,OG0020399,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.3203,OG0020399,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.421803,OG0020399,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.3203,OG0020399,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.3203,OG0020399,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.108233,OG0020403,gain,Peltophorum_africanum,M,f,gain
Senna_occidentalis,0.141853,OG0020403,gain,Senna_occidentalis,F,d,gain
Senna_barclayana,0.108233,OG0020403,gain,Senna_barclayana,M,d,gain
Senna_didymobotrya,0.141853,OG0020403,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.108233,OG0020403,gain,Senna_italica,M,e,gain
Peltophorum_dubium,0.141853,OG0020403,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.0690326,OG0020406,gain,Peltophorum_africanum,M,f,gain
Senna_occidentalis,0.0687098,OG0020406,gain,Senna_occidentalis,F,d,gain
Senna_barclayana,0.0690326,OG0020406,gain,Senna_barclayana,M,d,gain
Senna_didymobotrya,0.0687098,OG0020406,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.0690326,OG0020406,gain,Senna_italica,M,e,gain
Peltophorum_dubium,0.0687098,OG0020406,gain,Peltophorum_dubium,F,f,gain
Senna_occidentalis,0.485044,OG0020407,gain,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.485044,OG0020407,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.612295,OG0020407,gain,Senna_italica,M,e,gain
Peltophorum_africanum,0.612295,OG0020407,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.485044,OG0020407,gain,Peltophorum_dubium,F,f,gain
Senna_barclayana,0.612295,OG0020407,gain,Senna_barclayana,M,d,gain
Peltophorum_africanum,0.419518,OG0020411,gain,Peltophorum_africanum,M,f,gain
Senna_italica,0.419518,OG0020411,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.24186,OG0020411,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.419518,OG0020411,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.24186,OG0020411,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.24186,OG0020411,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.303924,OG0020412,gain,Peltophorum_africanum,M,f,gain
Senna_italica,0.303924,OG0020412,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.164492,OG0020412,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.303924,OG0020412,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.164492,OG0020412,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.164492,OG0020412,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,999,OG0020413,gain,Peltophorum_africanum,M,f,gain
Senna_italica,999,OG0020413,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.196798,OG0020413,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,999,OG0020413,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.196798,OG0020413,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.196798,OG0020413,gain,Peltophorum_dubium,F,f,gain
Peltophorum_dubium,0.190028,OG0020417,gain,Peltophorum_dubium,F,f,gain
Senna_italica,0.141322,OG0020417,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.190028,OG0020417,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.141322,OG0020417,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.190028,OG0020417,gain,Senna_occidentalis,F,d,gain
Peltophorum_africanum,0.141322,OG0020417,gain,Peltophorum_africanum,M,f,gain
Peltophorum_africanum,0.144971,OG0020422,gain,Peltophorum_africanum,M,f,gain
Senna_italica,0.144971,OG0020422,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.313766,OG0020422,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.144971,OG0020422,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.313766,OG0020422,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.313766,OG0020422,gain,Peltophorum_dubium,F,f,gain
Senna_occidentalis,0.124558,OG0020432,gain,Senna_occidentalis,F,d,gain
Senna_italica,0.0870798,OG0020432,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.124558,OG0020432,gain,Senna_didymobotrya,F,e,gain
Peltophorum_africanum,0.0870798,OG0020432,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.124558,OG0020432,gain,Peltophorum_dubium,F,f,gain
Senna_barclayana,0.0870798,OG0020432,gain,Senna_barclayana,M,d,gain
Senna_barclayana,0.116357,OG0020440,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.0848683,OG0020440,gain,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.0848683,OG0020440,gain,Senna_didymobotrya,F,e,gain
Peltophorum_africanum,0.116357,OG0020440,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.0848683,OG0020440,gain,Peltophorum_dubium,F,f,gain
Senna_italica,0.116357,OG0020440,gain,Senna_italica,M,e,gain
Peltophorum_africanum,0.0864726,OG0020441,gain,Peltophorum_africanum,M,f,gain
Senna_italica,0.0864726,OG0020441,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.908971,OG0020441,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.0864726,OG0020441,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.908971,OG0020441,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.908971,OG0020441,gain,Peltophorum_dubium,F,f,gain
Senna_italica,0.181668,OG0020442,gain,Senna_italica,M,e,gain
Senna_occidentalis,0.423115,OG0020442,gain,Senna_occidentalis,F,d,gain
Senna_barclayana,0.181668,OG0020442,gain,Senna_barclayana,M,d,gain
Peltophorum_africanum,0.181668,OG0020442,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.423115,OG0020442,gain,Peltophorum_dubium,F,f,gain
Senna_didymobotrya,0.423115,OG0020442,gain,Senna_didymobotrya,F,e,gain
Senna_occidentalis,0.640797,OG0020443,gain,Senna_occidentalis,F,d,gain
Senna_italica,0.826106,OG0020443,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.640797,OG0020443,gain,Senna_didymobotrya,F,e,gain
Peltophorum_africanum,0.826106,OG0020443,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.640797,OG0020443,gain,Peltophorum_dubium,F,f,gain
Senna_barclayana,0.826106,OG0020443,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.330108,OG0020445,gain,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.330108,OG0020445,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.731675,OG0020445,gain,Senna_italica,M,e,gain
Peltophorum_africanum,0.731675,OG0020445,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.330108,OG0020445,gain,Peltophorum_dubium,F,f,gain
Senna_barclayana,0.731675,OG0020445,gain,Senna_barclayana,M,d,gain
Peltophorum_africanum,0.225374,OG0020447,gain,Peltophorum_africanum,M,f,gain
Senna_italica,0.225374,OG0020447,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.29425,OG0020447,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.225374,OG0020447,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.29425,OG0020447,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.29425,OG0020447,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.445402,OG0020449,gain,Peltophorum_africanum,M,f,gain
Senna_italica,0.445402,OG0020449,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.326115,OG0020449,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.445402,OG0020449,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.326115,OG0020449,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.326115,OG0020449,gain,Peltophorum_dubium,F,f,gain
Senna_occidentalis,0.128668,OG0020452,gain,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.128668,OG0020452,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.148717,OG0020452,gain,Senna_italica,M,e,gain
Peltophorum_africanum,0.148717,OG0020452,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.128668,OG0020452,gain,Peltophorum_dubium,F,f,gain
Senna_barclayana,0.148717,OG0020452,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.0632183,OG0020454,gain,Senna_occidentalis,F,d,gain
Senna_italica,0.118491,OG0020454,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.0632183,OG0020454,gain,Senna_didymobotrya,F,e,gain
Peltophorum_africanum,0.118491,OG0020454,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.0632183,OG0020454,gain,Peltophorum_dubium,F,f,gain
Senna_barclayana,0.118491,OG0020454,gain,Senna_barclayana,M,d,gain
Senna_barclayana,0.025414,OG0020459,gain,Senna_barclayana,M,d,gain
Peltophorum_dubium,1.22574,OG0020459,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.025414,OG0020459,gain,Peltophorum_africanum,M,f,gain
Senna_didymobotrya,1.22574,OG0020459,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.025414,OG0020459,gain,Senna_italica,M,e,gain
Senna_occidentalis,1.22574,OG0020459,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.327364,OG0020461,gain,Peltophorum_dubium,F,f,gain
Senna_italica,0.386692,OG0020461,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.327364,OG0020461,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.386692,OG0020461,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.327364,OG0020461,gain,Senna_occidentalis,F,d,gain
Peltophorum_africanum,0.386692,OG0020461,gain,Peltophorum_africanum,M,f,gain
Peltophorum_africanum,0.106695,OG0020462,gain,Peltophorum_africanum,M,f,gain
Senna_italica,0.106695,OG0020462,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.193785,OG0020462,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.106695,OG0020462,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.193785,OG0020462,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.193785,OG0020462,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,1.22088,OG0020464,gain,Peltophorum_africanum,M,f,gain
Senna_occidentalis,0.520094,OG0020464,gain,Senna_occidentalis,F,d,gain
Senna_barclayana,1.22088,OG0020464,gain,Senna_barclayana,M,d,gain
Senna_didymobotrya,0.520094,OG0020464,gain,Senna_didymobotrya,F,e,gain
Senna_italica,1.22088,OG0020464,gain,Senna_italica,M,e,gain
Peltophorum_dubium,0.520094,OG0020464,gain,Peltophorum_dubium,F,f,gain
Senna_occidentalis,0.345618,OG0020468,gain,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.345618,OG0020468,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.241399,OG0020468,gain,Senna_italica,M,e,gain
Peltophorum_africanum,0.241399,OG0020468,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.345618,OG0020468,gain,Peltophorum_dubium,F,f,gain
Senna_barclayana,0.241399,OG0020468,gain,Senna_barclayana,M,d,gain
Peltophorum_africanum,0.353644,OG0020469,gain,Peltophorum_africanum,M,f,gain
Senna_barclayana,0.353644,OG0020469,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.257168,OG0020469,gain,Senna_occidentalis,F,d,gain
Senna_italica,0.353644,OG0020469,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.257168,OG0020469,gain,Senna_didymobotrya,F,e,gain
Peltophorum_dubium,0.257168,OG0020469,gain,Peltophorum_dubium,F,f,gain
Peltophorum_dubium,0.75922,OG0020475,gain,Peltophorum_dubium,F,f,gain
Senna_italica,0.269248,OG0020475,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.75922,OG0020475,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.269248,OG0020475,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.75922,OG0020475,gain,Senna_occidentalis,F,d,gain
Peltophorum_africanum,0.269248,OG0020475,gain,Peltophorum_africanum,M,f,gain
Peltophorum_africanum,1e-4,OG0020478,gain,Peltophorum_africanum,M,f,gain
Senna_italica,1e-4,OG0020478,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.112864,OG0020478,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,1e-4,OG0020478,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.112864,OG0020478,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.112864,OG0020478,gain,Peltophorum_dubium,F,f,gain
Senna_italica,0.0978564,OG0020479,gain,Senna_italica,M,e,gain
Senna_barclayana,0.0978564,OG0020479,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.304334,OG0020479,gain,Senna_occidentalis,F,d,gain
Peltophorum_africanum,0.0978564,OG0020479,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.304334,OG0020479,gain,Peltophorum_dubium,F,f,gain
Senna_didymobotrya,0.304334,OG0020479,gain,Senna_didymobotrya,F,e,gain
Senna_occidentalis,0.263828,OG0020485,gain,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.263828,OG0020485,gain,Senna_didymobotrya,F,e,gain
Senna_italica,999,OG0020485,gain,Senna_italica,M,e,gain
Peltophorum_africanum,999,OG0020485,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.263828,OG0020485,gain,Peltophorum_dubium,F,f,gain
Senna_barclayana,999,OG0020485,gain,Senna_barclayana,M,d,gain
Peltophorum_africanum,0.0608191,OG0020486,gain,Peltophorum_africanum,M,f,gain
Senna_occidentalis,0.940281,OG0020486,gain,Senna_occidentalis,F,d,gain
Senna_barclayana,0.0608191,OG0020486,gain,Senna_barclayana,M,d,gain
Senna_didymobotrya,0.940281,OG0020486,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.0608191,OG0020486,gain,Senna_italica,M,e,gain
Peltophorum_dubium,0.940281,OG0020486,gain,Peltophorum_dubium,F,f,gain
Senna_occidentalis,0.128813,OG0020491,gain,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.128813,OG0020491,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.398274,OG0020491,gain,Senna_italica,M,e,gain
Peltophorum_africanum,0.398274,OG0020491,gain,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.128813,OG0020491,gain,Peltophorum_dubium,F,f,gain
Senna_barclayana,0.398274,OG0020491,gain,Senna_barclayana,M,d,gain
Peltophorum_africanum,0.265432,OG0020492,gain,Peltophorum_africanum,M,f,gain
Senna_italica,0.265432,OG0020492,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.523171,OG0020492,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.265432,OG0020492,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.523171,OG0020492,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.523171,OG0020492,gain,Peltophorum_dubium,F,f,gain
Peltophorum_dubium,1.25678,OG0020496,gain,Peltophorum_dubium,F,f,gain
Senna_didymobotrya,1.25678,OG0020496,gain,Senna_didymobotrya,F,e,gain
Senna_italica,0.446325,OG0020496,gain,Senna_italica,M,e,gain
Senna_barclayana,0.446325,OG0020496,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,1.25678,OG0020496,gain,Senna_occidentalis,F,d,gain
Peltophorum_africanum,0.446325,OG0020496,gain,Peltophorum_africanum,M,f,gain
Peltophorum_africanum,0.231123,OG0020499,gain,Peltophorum_africanum,M,f,gain
Senna_italica,0.231123,OG0020499,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.266611,OG0020499,gain,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.231123,OG0020499,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.266611,OG0020499,gain,Senna_occidentalis,F,d,gain
Peltophorum_dubium,0.266611,OG0020499,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.352507,OG0020501,gain,Peltophorum_africanum,M,f,gain
Senna_barclayana,0.352507,OG0020501,gain,Senna_barclayana,M,d,gain
Senna_occidentalis,0.326999,OG0020501,gain,Senna_occidentalis,F,d,gain
Senna_italica,0.352507,OG0020501,gain,Senna_italica,M,e,gain
Senna_didymobotrya,0.326999,OG0020501,gain,Senna_didymobotrya,F,e,gain
Peltophorum_dubium,0.326999,OG0020501,gain,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,1.17149,OG0020502,gain,Peltophorum_africanum,M,f,gain
Senna_occidentalis,0.669629,OG0020502,gain,Senna_occidentalis,F,d,gain
Senna_barclayana,1.17149,OG0020502,gain,Senna_barclayana,M,d,gain
Senna_italica,1.17149,OG0020502,gain,Senna_italica,M,e,gain
